title,file,url,text
tk;sxh mudk 'krkZs lfgr ikyu fd;k tk;sxkA bldks vki gksus okyh lnu dh cSBd es a ikl djokus dk d""V
djsAa
okMZ u- 2
249. fnukad 18-02-2020 dk s gkÅl dh ehfVax es a Hkh usg: dkWyksuh ikdZ] xkSd.kZ rkykc ij guqeku okfVdk ikdZ o bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
f”ko dkWyksuh es a iqy ds uhps fte yxok;k tk,A dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
250. okMZ u-2 esa de ls de 500 ykbZVkas dh vko”;drk gSA bl ckjs lnu dks voxr djok;k x;k fd orZeku es a
uxj fuxe] jksgrd LVªhV ykbZV [kjhnu s ds fy,
vf/kd`r ugh gSA vr% lnu }kjk bl ckj s fu.kZ; fy;k
x;k fd ubzZ ykbZVs [kjhnus dh Lohd`fr grs w ljdkj
dks vuqjk/s k i= fy[kk tk;sA
¼dkjZokbZ dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk dh
tkuh gSa½
251. fnukad 10-09-2019 dh ehfVax es a ugs : dkWykus h es a uxj fuxe dh tehu ij lkeqnkf;d dsUn dks fy[kk Fkk tks bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
01-01-2020 ds MCR/EE/2020/5890 dks 49-99 yk[k :i;s ds Q.M ds fy;s Hkstk x;k FkkA bldk fuekZ.k dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
djok;k tk,A fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
252. ugs : dkWyksuh esa esu jksM+ 60 QqV jksM + fcYdqy VwVk iM+ gSaA blds lh0lh0 dk cuk;k tk, o jksM + ds nksuks bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
rjQ cjlkr ds ikuh dh fudklh ds fy;s ikbZi nckbZ tk;s o nks QqV pkSM+k QqVIkkFk cuk;k tk,A dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
[58]
253. cM+lh uxj pUnw yky ds iSVªkys iEi ds lkeus nks xfy;kas es a ihus ds ikuh dh ykbZu Mkyh tk, o xyh dks bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
iDdk fd;k tk,A dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
254. okMZ u0 2 dh dkWyksuh ftles a lhoj Mky s x;s gS] ikuh dh ikbZi v/kwjh gS o xfy;ks a dk s iDdk fd;k tk,A bl ckjs vk;qDr egksn; }kjk funsZ’k fn, x, fd nks fnu ds
vanj&vanj lHkh okMksZ dk fujh{k.k dj lEcfU/kr okMZ lnL; ds
lkFk feydj ve`r ;kstuk ds dk;Z ds fy, rksM+h xbZ
xfy;ks@lM+dks dh lfwp rS;kj dh tk;s o lEcfU/kr ,tsUlh l s
xfy;ks@lM+dks dks fjis;j ,oa yafcr dk;Z iw.kZ djok;k tk;sA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
255. ugs : dkWyksuh es a dqN xfy;k a ,ls h gSA ftles a IykfLVd dk 4 baph lhoj ykbZu gSA ;s gj nlw js fnu :dh bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
jgrh gSA ;s yksx gkÅl VSD; o ikuh dk fcy Hkjr s gSA ysfdu lQkbZ ds le; xyh okyks dks cksyk tkrk gS tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
fd ykbZu izkboVs gSA vr% vkils fuosnu gS fd bu xfy;ksa es a 8 bZaph dh ikbZi Mkyh tk,A bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
1- vkbZ0ih0,l0 Ldwy ds lkFk xyh tks yxHkx 100 QqV gSA gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
2- enu o fjUdw Hkqft;k okys dh xyh tk s yxHkx 150 QqV gSA dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
3- tSu fMiks ds ihNs cychj feL=h okyh xyh 100 QqV gSA ?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
4- frdksuk ikdZ ds lkFk vfuy okyh xyh 100 QqV gSA dks djok;k tk;sA
5- thUn jksM + f”ko eafnj ds lkeus okyh xyh 150 QqV gSA ¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
6- cM+lh uxj xÅ”kkyk dh txg ij 300 QqV ikbZi Mkyh tk,A foHkkx]jkgs rd }kjk dh tkuh gSa½
7- :i uxj xyh u0 8 esa lhoj ykbZu 80 QqV gSA
8- bUnzk dkWykus h jksM+ ij [kqEch QkeZ ds ikl yXkHkx 200 QqV 12 bZaph lhoj ykbZu gSA
256. uxj fuxe jksgrd es a lQkbZ lSukfu;ks a ds fy, iz/kku ea=h vkokl ;kstuk ds rgr lHkh deZpkfj;kas dk s bl ckjs loZlEefr ls Lohd`r djr s gq, ljdkj ls
100&100 xt ds IykV ;k QySV cukdj fn;s tk, vkSj lHkh deZpkfj;ks a dks iDdk fd;k tk,A i=kpkj djus ckjs fu.kZ; fy;k x;kA
¼dkjZokbZ dk;kZy; v/kh{kd] uxj fuxe] jksgrd }kjk dh tkuh
gSa½
257. f”kokth dkWykus h dh ubZ lM+d cukbZ tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
[59]
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
258. gkÅflax ckMs Z] Jh uxj] Vsd uxj] dkB e.Mh] vktkn uxj] fpU;ksV dkWykus h] iVsy uxj] jkt bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dkWykus h] U;w fpU;ksV dkWyksuh dh ubZ lM+d cukbZ tk,A dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
259. iVsy uxj es a u, cus cwLVj dks tYn “kq: fd;k tk,A bl ckjsa dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark]
uxj fuxe] jksgrdd dks tYn ls tYn fu;ekuqlkj dkjZokbz ds
funsZ’k fn;s x;s
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
260. Jhuxj dkWykus h eas u, cus jfonkl ikdZ dk dk;Z v/kjw k iM+ gSA mls iwjk fd;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
261. ve`r ;kstuk }kjk Jhuxj dkWykus h es a cjlkrh ykbuZ Mkyh xb Z FkhA mldks ih0th0vkb0Z ls tksM+k bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tk,A tuLokLF; vfHk;akf=dh foHkkx dks ekSdk fujh{k.k dj
fu;ekuqlkj vkxkeh dkjZokbzZ ds funZs”k fn;s x;s
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
262. Vsd uxj] Jh uxj] gkÅflax ckMs Z vkSj U;w fpU;ksV dkWykus h eas ikuh dh ubZ ykbZu Mkyh tk,A bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
[60]
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
263. iVsy uxj es a xq: ukud ikdZ dk iw.kZ fuekZ.k fd;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
264. fpU;ksV dkWykus h eas f”ko “kEHk w ikdZ dk fuekZ.k fd;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
265. Jh uxj dkWykus h] U;w fpU;ksV dkWykus h eas cjlkrh ikuh ds fy, fudklh ds fy, fMLikts y cuk;k bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
tk,A dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
266. gkÅflax ckMs Z es a cjlkrh ikuh dh ykbZu v/kwjh gSA mldk dke iwjk fd;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
[61]
dh tkuh gSa½
267. ikdksZ es a 40 cSapk s dh vko”;drk gSA bl ckjs dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd dks
funZs”k fn, x, fd okMZ es a vko”;drkuqlkj cSap
j[kok;s tk;sA
¼dkjZokbZ dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk dh tkuh
gSa½
268. iqjkuh vkbZ0Vh0vkb0Z ¶ykb Z vkos j ds ikl ,d xkSy pDdj dk fuekZ.k djok;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
269. f”kokth dkWykus h eas Rain Harvesting dk dke iwjk fd;k tk,A bl ckjs vk;qDr egksn; }kjk dk;Zdkjh vfHk;ark] uxj fuxe]
jksgrd dks funsZ’k fn, x, fd yafcr dk;ksZ dh lwfp rS;kj dh
tk;s ftu dk;ksZ ds iw.kZ gksus esa [kpZ de gksuk gks] mUgs
Mh&Iyku ds dk;ksZ esa 'kkfey dj djok;k tk;sA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
270. jkeyhyk xzkÅaM ikdZ es a cPpks a ds >wys yxk, tk,aA bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
Jh jktdey lgxy] ofj’B mies;j
271. vkWDlhtu gkfsLiVy ds lkFk yxrh gqbZ xyh eas lhojst ds <Ddu dh leL;kA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
lHkh okMksZ ds fy, Vhe xfBr dj] ekSdk fujh{k.k
djok;k tk;s rFkk ftl&ftl LFkku ij lhojksa ds
<Ddu ,ao tky ugha dh lwfpr rS;kj dj mudks rqjar
[62]
izHkko ls yxok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
272. iqjkuh vukte.Mh jkeyhyk xzkmMa ds lkFk lhojst ds <Ddu dh leL;kA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
lHkh okMksZ ds fy, Vhe xfBr dj] ekSdk fujh{k.k
djok;k tk;s rFkk ftl&ftl LFkku ij lhojksa ds
<Ddu ,ao tky ugha dh lwfpr rS;kj dj mudks rqjar
izHkko ls yxok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
273. /kkcs h ?kkV] lksuhir LVS.M] ekuljkos j ikdZ ds ikl fiNys dbZ fnukad ls lhoj ds <Ddu dh gkykr bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
[kjkc gSA ftlds dkj.k ikuh xUnk vk jgk gSA tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
lHkh okMksZ ds fy, Vhe xfBr dj] ekSdk fujh{k.k
djok;k tk;s rFkk ftl&ftl LFkku ij lhojksa ds
<Ddu ,ao tky ugha dh lwfpr rS;kj dj mudks rqjar
izHkko ls yxok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
274. jkeuxj dkWykus h lhojst dh leL;kA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
ekSdk fujh{k.k djokdj lhojksa dh lQkbZ djokbZ
tk;sA ftl ckjs v/kh{k.k vfHk;ark] tuLokLF;
vfHk;akf=dh foHkkx }kjk lnu dks voxr djok;k x;k
fd tYn gh lhoj lQkbZ dk;Z dh fufonk dj lhojks a
dh lQkbZ djok nh tk;sxhA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
275. xk/a kh dSEi f”ko efUnj ds ikl ihus ds ikuh dh leL;k gSA bl ckjs v/kh{k.k vfHk;ark] tuLokLF; vfHk;kfa=dh
foHkkx] jkgs rd dk s funZs”k fn, x, fd rqjar ekSdk
fujh{k.k djokdj leL;k dk funku djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
[63]
276. Jhjke tkudh efUnj fu;j iVokj [kkuk ds ikl lhojst vkSj ikuh dh ubZ ykbuZ Mkyuh gaSA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
277. Jhjke lRlax Hkou] irz ki xyh] xkSlkbZ pkSd] igkM+k ekSgYyk lhojst dh leL;k gSA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
ekSdk fujh{k.k djokdj lhojksa dh lQkbZ djokbZ
tk;sA ftl ckjs v/kh{k.k vfHk;ark] tuLokLF;
vfHk;akf=dh foHkkx }kjk lnu dks voxr djok;k x;k
fd tYn gh lhoj lQkbZ dk;Z dh fufonk dj lhojks a
dh lQkbZ djok nh tk;sxhA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
278. fdyk jksM+ xUusjh okyh xyh eas fiNys dbZ le; l s ikuh xank vk jgk gSA bl ckjs v/kh{k.k vfHk;ark] tuLokLF; vfHk;kfa=dh
foHkkx] jkgs rd dk s funZs”k fn, x, fd rqjar ekSdk
fujh{k.k djokdj leL;k dk funku djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
279. >ax dkykus h] QksjsZLV vkWfQl ds lkeus okyh xyh eas fiNys dkQh lkykas ls lhojst dh ykbuZ ugha gS] bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
ftlls ogka ds ykxs dkQh ijs”kku gSA tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
[64]
280. okMZ u0 14 es a xk/a kh uxj fLFkr jktdh; ofj’B ek/;fed fo/kky; (Boys) dk uke “kghn flikgh loZlEefr ls Lohd`r djrs gq, lc deVs h eas Hkts us
jfoUnz ds uke ij j[kus ijA dk fu.kZ; fy;k x;kA
281. ofj’B miegkikSj ds dejs ds vanj tk s dejk gS mldks [kkyh djokdj jsLV :e ;k ckFk:e cuk;k bl ckjs fjdkMZ dhij dk s rqjUr fjdkMZ ogka ls
tk;As bl ckjs dkQh le; l s vuqjks/k fd;k tk jgk gSa gVkus o dk;Zdkjh vfHk;ra k dks fu;ekuqlkj vkxkeh
dkjZokbZ ds funsZ”k fn;s x;sA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark o fjdkMZ dhij uxj
fuxe] jksgrd }kjk dh tkuh gSa½
282. lSDVj 3 ds ikdZ es a dqlhZ] fte e”khus a bR;kfn yxokbZ tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
283. dPpk csjh jksM+ ij ikdZ dk uke lar lrxq: nkl “kekZ ¼lkaln Mk0 vjfoUn “kekZ ds firkth½ ds uke loZlEefr ls Lohd`r djrs gq, lcdeVs h eas Hkts us
ls j[kk tk,A ckjs fu.kZ; fy;k x;kA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
284. xk/a kh dSEi es a ifCyd ikdZ dk uke 1008 egke.My”s oj Lokeh ve`rkuUn ds uke l s j[kk tk,A loZlEefr ls Lohd`r djrs gq, lcdeVs h eas Hkts us
ckjs fu.kZ; fy;k x;kA blds vfrfjDr ;g Hkh
fu.kZ; fy;k x;k fd iwoZ eas ;fn fdlh ikdZ@pkSd
dk uke j[kk tk pqdk gS rk s mldk uke u cnyk
tk;As
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
285. iqjkuh vkb0Z Vh0vkb0Z es a xq: th cM+s efUnj Nrjijq dh vkLFkk dks ns[krs gq, izeq[k laLFkku laLFkk dks vk;qDr egksn; }kjk Hkw&vf/kdkjh uxj fuxe jkgs rd
nsus ds fy,A laLFkk ml LFkku dh dher pqdkus dk s Hkh rS;kj gSA dks iw.kZ izLrkouk rS;kj djus mijkra lnu dh vkxkeh
cSBd es izLrqr dju s ckj s funZs”k fn;s x;sA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
286. izrki pkSd ij xkjS o eSfpax lSUVj ds ikl gj nwlj s fnu lhoj ykbZu :d tkrh gS vkSj cSd ekjrh gSA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
lhoj ykbuZ ubZ Myokus gsrqA tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
[65]
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
287. jk/k&s jk/ks ikdZ ds ckFk:e dh lhoj ykbuZ dks eus jksM+ okyh ykbZu l s tksM+us gsrqA bl ckjs dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd dks
funZs”k fn, x, fd rqjar ekSdk fujh{k.k djokdj
leL;k dk funku djok;k tk;sA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
288. izrki xyh ds lhoj dh ykbZu Myokus grs qA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
289. bafnjk dkykus h okMZ u0 3 eus jksM+ ij lhoj dh ubZ ykbZu Myokus grs qA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djas fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
290. Govt. School dh [kkyh tehu ij ikfdZax cuokus grs qA ¼utnhd cCch iwM+h okyk½ lnu dks voxr djok;k x;k fd ;g Hkfwe
gfj;k.kk 'kgjh fodkl izkf/kdj.k ds dk;{Z k=s ds
vUrZxr vkrh gaSA vr% Govt. School dh [kkyh
tehu ij ikfdZax cukus grs q gfj;k.kk 'kgjh fodkl
[66]
izkf/kdj.k l s i=kpkj djus ds funsZ”k fn, x,A
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
291. fryd uxj xyh ua0 9 es a IykfLVd ds LihM czsdj cuokus grs qA ekuuh; loksZPp U;k;ky; ds funsZ”kkuqlkj LihM
